category,id,english,italian
moves,218,Noself,Altruismo
moves,219,Malhaze,Malocchio persistente
moves,220,Aha,Matuguard
moves,221,S221,Abilitatore
moves,222,Song of Salvation,Canto salvifico
moves,223,Round Zero,Round Zero
moves,224,Strategy Seal,Lampada tattica
moves,225,Slash Seal,Bloccacolpi
moves,226,Rivers,Ordine inverso
moves,227,Strategy Seal Breath,Respiro bloccatattiche
moves,228,Slash Seal Breath,Respiro bloccafendenti
moves,229,Strike Seal Breath,Respiro bloccaarti marziali
moves,230,Swords Dance,Danza della spada
moves,231,Underworld Fog,Nebbia degli inferi
moves,232,Sizz,Pyro
moves,233,Sizzle,Superpyro
moves,234,Kasizz,Megapyro
moves,235,Kasizzle,Pyro supremo
moves,236,Pearly Gates,Amen
moves,237,Miracle Slash,Colpo miracoloso
moves,238,Slime Cut,Schiacciamoslime
moves,239,Nature Cut,Indeboliscinatura
moves,240,Beast Cut,Pesta-bestie
moves,241,Material Cut,Turbine dei materiali
moves,242,Demon Cut,Umiliademoni
moves,243,Undead Cut,Disfa-nonmorti
moves,244,Multifists,Kick boxing
moves,245,Big Banga,Big Bang
moves,246,Defuddle,Mentefresca
moves,247,Magic Multp,Moltiplicamagia
moves,248,Hocus Locust,Minus Magis
moves,249,Wind Sickles,Vento di lame
moves,250,Thin Air,Aria di guai
moves,251,Wind Shear,Venti fendenti
moves,252,Chain,Serial
moves,253,Squash,Gravitas
moves,254,S254,Megagravitas
moves,255,S255,Spaccafiamma
skills,1,Frizz ＆ Bang,Fiamma & Bang
skills,2,Prince,Principe
skills,3,Frizz ＆ Bang +,Fiamma & Bang II
skills,4,Frizz ＆ Woosh,Fiamma & Vento
skills,5,Princess,Principessa
skills,6,Frizz ＆ Woosh +,Fiamma & Vento II
skills,7,Frizz ＆ Zap,Fiamma & Fulmine
skills,8,MetalCrush,Schiacciametallo
skills,9,Frizz ＆ Zap +,Fiamma & Fulmine II
skills,10,Frizz ＆ Zam,Fiamma & Elektron
skills,11,G11 Seal,Sigillo zero
skills,12,Frizz ＆ Zam +,Fiamma & Elektron II
skills,13,Bang ＆ Woosh,Bang & Vento
skills,14,Huge Crush,Ammazza Giganti
skills,15,Bang ＆ Woosh +,Bang & Vento II
skills,16,Bang ＆ Crack,Bang & Gelo
skills,17,VS Breath +,Spezzafiato II
skills,18,Bang ＆ Crack +,Bang & Gelo II
skills,19,Bang ＆ Zap,Bang & Fulmine
skills,20,VS Slash,Spezzaspade
skills,21,Bang ＆ Zap +,Bang & Fulmine II
skills,22,Bang ＆ Zam,Bang & Elektron
skills,23,VS Slash +,Spezzaspade II
skills,24,Bang ＆ Zam + ,Bang & Elektron II
skills,25,Woosh ＆ Crack,Vento & Gelo
skills,26,Mormon King,Re Sanguini
skills,27,Woosh ＆ Crack +,Vento & Gelo II
skills,28,Woosh ＆ Zap,Vento & Fulmine
skills,29,Warubou,Scruffy
skills,30,Woosh ＆ Zap +,Vento & Fulmine II
skills,31,Woosh ＆ Zam,Vento & Elektron
skills,32,Kandata,Vecchia signora di Robbin
skills,33,Woosh ＆ Zam +,Vento & Elektron II
skills,34,Crack ＆ Zap,Gelo & Fulmine
skills,35,Prism Peacock,Pavone prismatico
skills,36,Crack ＆ Zap +,Gelo & Fulmine II
skills,37,Crack ＆ Zam,Gelo & Elektron
skills,38,Robo Slime,Dark Mecha-Slime
skills,39,Crack ＆ Zam +,Gelo & Elektron II
skills,40,Fire,Fuoco
skills,41,Ballon Slime,Sparaslimes
skills,42,Fire +,Fiamma II
skills,43,Ice,Ghiaccio
skills,44,Diamond Slime,Diamanteslime
skills,45,Ice +,Gelo II
skills,46,Breath,Respiro
skills,47,Girl Slider,Ragazza Slider
skills,48,Breath +,Respiro II
skills,49,G49,Fendenti fuocovento
skills,50,G50,Fendenti tuonovento
skills,51,G51,Fendenti gelidi
skills,52,G52,Fendenti luce oscura
skills,53,Red Fighter,Combattifuoco
skills,54,Yellow Fighter,Pugile del Bang
skills,55,Green Fighter,Soffiavento
skills,56,Blue Fighter,Guru del Gelo
skills,57,White Fighter,Cavaliere bianco
skills,58,Black Fighter,Cavaliere oscuro
skills,59,HP Recovery,Guarigione
skills,60,Full Recovery,Gran rimedio
skills,61,Conditions Recovery,Purificazione
skills,62,Samurai,Avanguardia
skills,63,G63,Difensore
skills,64,G64,Velocista
skills,65,MP Recovery,Aiuto magico
skills,66,Upper,Fortificazione
skills,67,Downer,Indebolimento
skills,68,Jamming,Sabotatore
skills,69,VS Spell,Spezzamagie
skills,70,VS Spell +,Spezzamagie II
skills,71,VS Breath,Spezzafiato
skills,72,Metal Hunter,Antimetallo
skills,73,Guard,Guardia
skills,74,G74,Barricata
skills,75,G75,Sigillo
skills,76,G76,Hypnos
skills,77,Poison,Intoxicato
skills,78,Horror,Terrormagis
skills,79,Bad Breath,Respiro malefico
skills,80,G80,Indebolente
skills,81,Ranger,Guerrigliero
skills,82,Assassin,Killer
skills,83,Hunter,Cacciatore
skills,84,Bounty Hunter,Caccia alla taglia
skills,85,Holy God,Crociato
skills,86,Haunting,Maledetto
skills,87,G87,Flammascura
skills,88,Dark,Niflheim
skills,89,Dancers,Ballerino
skills,90,Dynamite,Bombardiere
skills,91,Wild,Tosto
skills,92,Berserker,Assalto furioso
skills,93,G93,Martire
skills,94,G94 Death,Mietitore
skills,95,Nightmare,Incubo
skills,96,Cold Sleep,Sonno gelido
skills,97,G97,Supporto sacro
skills,98,G98,Acquafarmacista
skills,99,Variety,Tuttofare
skills,100,Inspire,Mimo
skills,101,G101,Burlone
skills,102,Slimer,Slimer
skills,103,Animal,Via del bruto
skills,104,Undead,Cuore tombale
skills,105,Sorcery,Diabolista
skills,106,Dragon Spirit,Sapienza draconica
skills,107,Wind Feather,Cervello d'uccello
skills,108,Ecology,Pollice verde
skills,109,G109,Mente alveare
skills,110,RockHead,Materialista
skills,111,Wulfspade,Lupicche
skills,112,Wulfspade +,Lupicche II
skills,113,Hawkhart,Cuordifalco
skills,114,Hawkhart +,Cuordifalco II
skills,115,Diamagon,Quadrago
skills,116,Diamagon +,Quadrago II
skills,117,Cluboon,Fiorango
skills,118,Cluboon +,Fiorango II
skills,119,Dragonlord,Dragonlord
skills,120,Dragovian,Sire Dragoviano
skills,121,Leopold,Leopold
skills,122,Dhoulmagus,Dhoulmagus
skills,123,Rhapthorne,Rhapthorne
skills,124,Rhapthorne,Rhapthorne Ⅱ
skills,125,Estark,Estark
skills,126,G126,Nimzo
skills,127,G127,Moltomort
skills,128,Cap{00}{00} Crow,Capitan Crow
skills,129,SP Dark fire,Über Dark Dynamiter
skills,130,SP Holy ice,Über Blessed Blizzardier
skills,131,SP Magic,Über Mage
skills,132,SP Breath,Über Breath
skills,133,SP Slash,Über Knight
skills,134,SP Recovery,Über Healer
skills,135,SP Supporter,Über Helpful
skills,136,SP G136,Über Charmer
skills,137,King,Lupicche III
skills,138,Ace,Quadrago III
skills,139,Queen,Cuordifalco III
skills,140,Jack,Fiorango III
skills,141,Dr Snapped,Prof Briskod
skills,142,Attk1,Bonus ATT
skills,143,Attk2,Bonus ATT II
skills,144,Attk3,Bonus ATT III
skills,145,Def1,Bonus DIF
skills,146,Def2,Bonus DIF II
skills,147,Def3,Bonus DIF III
skills,148,Agi1,Bonus AGI
skills,149,Agi2,Bonus AGI II
skills,150,Agi3,Bonus AGI III
skills,151,Wis1,Bonus INT
skills,152,Wis2,Bonus INT II
skills,153,Wis3,Bonus INT III
skills,154,Frizz Guard,Para-Fiamma
skills,155,Bang Guard,Para-Bang
skills,156,Woosh Guard,Para-Vento
skills,157,Crack Guard,Para-Gelo
skills,158,Zap Guard,Para-Fulmine
skills,159,Zam Guard,Para-Elektron
skills,160,Down Guard,Para-Debilis
skills,161,Sag Guard,Para-Indebolente
skills,162,Decelerate Guard,Para-Velocimeno
skills,163,Fool Guard,Para-Stoopid
skills,164,Fire Breath Guard,Para-Respiro di fuoco
skills,165,Ice Breath Guard,Para-Respiro ghiacciato
skills,166,Whack Guard,Para-K.O.
skills,167,Dazzle Guard,Para-Danzaluce
skills,168,Poison Guard,Para-Veleno
skills,169,Drain Magic Guard,Para-PickMagic
skills,170,Kafizzle Guard,Para-Sabotamagie
skills,171,Breath Seal Guard,Para-Blocca-K.O.
skills,172,Dance Seal Guard,Para-Danza proibita
skills,173,Confusion Guard,Para-Confusione
skills,174,Mind Guard,Para-Inazione
skills,175,Paralysis Guard,Para-Paralisi
skills,176,Sleep Guard,Para-Sonno
skills,177,HP Up SP,Ultra Bonus PV
skills,178,MP Up SP,Ultra Bonus PM
skills,179,Attk Up SP,Ultra Bonus ATT
skills,180,Def Up SP,Ultra Bonus DIF
skills,181,Agi Up SP,Ultra Bonus AGI
skills,182,Wis Up SP,Ultra Bonus INT
skills,183,Fire Guard SP,Para-Calore supremo
skills,184,Ice Guard SP,Para-Gelo supremo
skills,185,G185 Guard SP,Para-Vento supremo
skills,186,G186 Guard SP,Para-Luce oscura suprema
skills,187,Warrior,Guerriero
skills,188,G188,Mago
skills,189,G189,Sacerdote
skills,190,G190,Artista marziale
skills,191,G191,Saggio
skills,192,Thief,Ladro
skills,193,Frizz ＆ Sizz,Fiamma & Pyro
skills,194,Liquid Metal King,Re Metalslime
skills,195,Frizz ＆ Sizz +,Fiamma & Pyro II
skills,196,Bang ＆ Sizz,Bang & Pyro
skills,197,Yggdrasil,Yggdrasil
skills,198,Bang ＆ Sizz +,Bang & Pyro II
skills,199,Woosh ＆ Sizz,Vento & Pyro
skills,200,Pipit,Pipetto
skills,201,Woosh ＆ Sizz +,Vento & Pyro II
skills,202,Crack ＆ Sizz,Gelo & Pyro
skills,203,UberKillingMachine,Cybercentauro
skills,204,Crack ＆ Sizz +,Gelo & Pyro II
skills,205,Sizz ＆ Zap,Pyro & Fulmine
skills,206,King Godwyn,Re Godwyn
skills,207,Sizz ＆ Zap +,Pyro & Fulmine II
skills,208,Sizz ＆ Zam,Pyro & Elektron
skills,209,Munchie,Munchie
skills,210,Sizz ＆ Zam +,Pyro & Elektron II
skills,211,Sizz Guard,Para-Pyro
skills,212,Aerix,Exorsus
skills,213,Dimensional Dragon,Dimensaur
skills,214,Geminex,Gemines
skills,215,Paizar,Demonstrum
skills,216,Virgella,Virgax
skills,217,DarkLeonyx,Malevoleonex
skills,218,Scorpella,Scorpia
skills,219,Libranex,Rigor Mortex
skills,220,Canzar,Cancerio
skills,221,Aquarion,Aquarion
skills,222,Saggitar,Sagitta
skills,223,Leonyx,Leonex
skills,224,Wiggly,Vermex
skills,225,Bjorn,Wasen
skills,226,MissingLynx,Lince alata
skills,227,Khalimari,Piovron
skills,228,Ruin,Rovina
skills,229,Orochi,Orochi
skills,230,ZenithDragon,Drago di Zenithia
skills,231,Empyrea,Empyrea
skills,232,Zoma,Zoma
skills,233,G233 Guard,Para-Sabotamagie
skills,234,Abiliterator Guard,Para-Abilitatore
skills,235,Slashing Seal Guard,Para-Bloccacolpi
skills,236,G236 Guard,Para-Gravitas
skills,237,G237 SP,Über Zapologist
skills,238,SchleimanTank,Guerriero del flauto
skills,239,Wildcard,Joker
skills,240,ManiacMole,Costruzione mitica
skills,241,Molly Selection,Morrie's Melange
skills,242,G242,Maestro della Via delle Sfide
skills,243,Stella,Stella
skills,244,G244,Eroe dei cieli
skills,245,G245,Vuoto vile
skills,246,Corvus,Corvus
skills,247,GreatGodbird,Grande uccello divino
skills,248,Stormsgate,Forte di Nadiria
skills,249,Workshop,Carro Slival
skills,250,Xiphos,Xiphos
skills,251,Gadis,Gadis
skills,252,Darck,Darck
skills,253,Magarugi,Magarugi
skills,254,Sittingbeast,Baboorood
skills,255,Evilbeast,Babbuincubo
traits,0,None,Nessuna
traits,1,Dodger,Evasione totale
traits,2,Metal Body,Corpo metallico
traits,3,Psycho,Carica super
traits,4,Double Trouble,Raddoppio mostruoso
traits,5,Critical Massacre,Mitico critico
traits,6,Metal Beater,Battimetallo
traits,7,Fly Swatter,Centro perfetto
traits,8,Last Word,Ultimatum
traits,9,Early Bird,Prima e meglio
traits,10,Counterstriker,Contrattaccante
traits,11,Poisonous,Venenum
traits,12,Paralysing,Paralys
traits,13,Escape Artist,Fuga da maestro
traits,14,Steady Recovery,Autoguarigione
traits,15,Magic Regenerator,Rigenerazione magica
traits,16,Health Professional,Recupera & risparmia
traits,17,Frizz Master,Guru della Fiamma
traits,18,Bang Master,Guru del Bang
traits,19,Woosh Master,Guru del Vento
traits,20,Crack Master,Guru del Gelo
traits,21,Zap Master,Guru del Fulmine
traits,22,Zam Master,Guru dell'Elektron
traits,23,Desperado,Desperado
traits,24,Ambusher,Agguato esperto
traits,25,Magic Miser,Salvamagia
traits,26,Magic Scrooge,Risparmio magico
traits,27,Weapon Master,Maestro d'armi
traits,28,Big Hitter,Danno grave
traits,29,Grand Slammer,Super Slam
traits,30,Hit Squad,Attacco multiplo
traits,31,Giant Killer,Ammazzagiganti
traits,32,Small Killer,Ammazzastandard
traits,33,ParaTouch,Tocco paralizzante
traits,34,PoisonTouch,Tocco velenoso
traits,35,ConfTouch,Tocco confusivo
traits,36,SleepTouch,Tocco soporifero
traits,37,Comeback Kid,Ritorno a sorpresa
traits,38,Alluring,Fascino strano
traits,39,Coward,Codardo
traits,40,Lucky,Fortunato
traits,41,Unlucky,Sfortunato
traits,42,Rabble Rouser,Alta tensione
traits,43,Heckling Hector,Bassa tensione
traits,44,Bouncer,Riflessione prolungata
traits,45,Counter Act,Anticontrattaccante
traits,46,Hope Hitter,Estremi opposti
traits,47,Close Scraper,Salvezza stentata
traits,48,Perilous Parrier,Danni sorprendenti
traits,49,Gambling Counters,Contro Azzardato
traits,50,Tension Downer,Brontolone
traits,51,Talent Scout,Cacciatalenti
traits,52,Fast Learner,Esperienza premiante
traits,53,Gold Getter,Tocco di Mida
traits,54,Lootist,Oggetti ritrovati
traits,55,Late Riser,Sveglia ritardata
traits,56,Loose Cannon,Gran confusione
traits,57,Rival Riler,Tensione pericolosa
traits,58,Disenchanted,Magia evanescente
traits,59,T59,Guardia critica totale
traits,60,Spell Splurger,Cari incantesimi
traits,61,Attallergic,Attacchi da panico
traits,62,Rolling Over,Rigirarsi nel sonno
traits,63,T63,Statico
traits,64,Berserker,Furioso
traits,65,T65,Spirito indomito
traits,66,Metal Killer,Ammazza Metallo
traits,67,T67,Ruba magia
traits,68,Drain Magic Attack,PickMagic
traits,69,Deadly Touch,Ala della morte
traits,70,Sizz Master,Guru del Pyro
traits,71,Scare Stare,Gardameh
traits,72,Imposing,Presenza ingombrante
traits,73,Intimidating,Intimidazione
traits,74,Timid,Timidezza
traits,75,Foot Dragger,Pigrizia
traits,76,1-2 Attk,Soldato tattico
traits,77,1-3 Attk,Genio tattico
traits,78,Pro Talent Scout,Grande Cacciatalenti
traits,79,HP Gamble,Roulette dei PV
traits,80,MP Gamble,Roulette del PM
traits,81,Atk Gamble,Roulette dell'ATT
traits,82,Def Gamble,Roulette del DIF
traits,83,Agi Gamble,Roulette dell'AGI
traits,84,Wis Gamble,Roulette dell'INT
traits,85,HP Bubble,Azzardo PV
traits,86,MP Bubble,Azzardo PM
traits,87,Demagic,Onda distruttrice
traits,88,Light wave,Onda di sollievo
traits,89,Scout % +,Genio dei talenti
traits,90,Frizz Break,Astuzia della Fiamma
traits,91,Bang Break,Astuzia del Bang
traits,92,Woosh Break,Astuzia del Vento
traits,93,Crack Break,Astuzia del Gelo
traits,94,Zap Break,Astuzia del Fulmine
traits,95,Zam Break,Astuzia dell'Elektron
traits,96,Hand-to-hand Seal Break,Astuzia dell'Abilitatore
traits,97,Slashing Seal Break,Astuzia del Bloccacolpi
traits,98,Flame Breath Break,Astuzia del Respiro di fuoco
traits,99,Blizzard Breath Break,Astuzia del Respiro ghiacciato
traits,100,Whack Break,Astuzia della Morte rapida
traits,101,Dazzle Break,Astuzia della Danzaluce
traits,102,Poison Break,Astuzia del Veleno
traits,103,Drain Magic Break,Astuzia del PickMagic
traits,104,Kafizzle Break,Astuzia dello Spruzzo
traits,105,Breath Seal Break,Astuzia del Blocca-K.O.
traits,106,Dance Seal Break,Astuzia della Danza proibita
traits,107,Confusion Break,Astuzia del Confusore
traits,108,T108 Break,Astuzia dell'Inazione
traits,109,Paralysis Break,Astuzia del Paralizzante
traits,110,Sleep Break,Astuzia del Sonnolento
traits,111,Sag Break,Astuzia del Debilis
traits,112,Sap Break,Astuzia dell'Indebolente
traits,113,Decelerate Break,Astuzia del Velocimeno
traits,114,Fool Break,Astuzia dello Stoopid
traits,115,T115 Break,Astuzia del Sabotamagie
traits,116,Sizz Break,Astuzia del Pyro
traits,117,T117 Break,Astuzia della Gravitas
traits,118,All Guard Break,Astuzia del Diavolo
traits,119,2-3 attk,IA　2-3 azioni
traits,120,0-4 attk,IA　0-4 azioni
traits,121,Light Metal,Corpo Metallico Leggero
traits,122,Hard Metal,Corpo Metallico Duro
traits,123,Sudden Attk,Ooomph immediato
traits,124,Sudden Def,Superdifesa immediata
traits,125,Sudden Agi,Velocipiù immediato
traits,126,Sudden Tension,Tensione immediata
traits,127,Sudden Mist,Malocchio immediato
traits,128,HP+5,PV max +5
traits,129,HP+10,PV max +10
traits,130,HP+15,PV max +15
traits,131,HP+20,PV max +20
traits,132,HP+22,PV max +22
traits,133,HP+24,PV max +24
traits,134,HP+26,PV max +26
traits,135,HP+28,PV max +28
traits,136,HP+30,PV max +30
traits,137,HP+35,PV max +35
traits,138,MP+5,PM max +5
traits,139,MP+10,PM max +10
traits,140,MP+15,PM max +15
traits,141,MP+20,PM max +20
traits,142,MP+22,PM max +22
traits,143,MP+24,PM max +24
traits,144,MP+26,PM max +26
traits,145,MP+28,PM max +28
traits,146,MP+30,PM max +30
traits,147,MP+35,PM max +35
traits,148,Atk+3,ATT +3
traits,149,Atk+5,ATT +5
traits,150,Atk+10,ATT +10
traits,151,Atk+12,ATT +12
traits,152,Atk+15,ATT +15
traits,153,Atk+18,ATT +18
traits,154,Atk+21,ATT +21
traits,155,Atk+24,ATT +24
traits,156,Atk+27,ATT +27
traits,157,Atk+30,ATT +30
traits,158,Def+3,DIF +3
traits,159,Def+5,DIF +5
traits,160,Def+10,DIF +10
traits,161,Def+12,DIF +12
traits,162,Def+15,DIF +15
traits,163,Def+18,DIF +18
traits,164,Def+21,DIF +21
traits,165,Def+24,DIF +24
traits,166,Def+27,DIF +27
traits,167,Def+30,DIF +30
traits,168,Agi+3,AGI +3
traits,169,Agi+5,AGI +5
traits,170,Agi+10,AGI +10
traits,171,Agi+12,AGI +12
traits,172,Agi+15,AGI +15
traits,173,Agi+18,AGI +18
traits,174,Agi+21,AGI +21
traits,175,Agi+24,AGI +24
traits,176,Agi+27,AGI +27
traits,177,Agi+30,AGI +30
traits,178,Wis+3,INT +3
traits,179,Wis+5,INT +5
traits,180,Wis+10,INT +10
traits,181,Wis+12,INT +12
traits,182,Wis+15,INT +15
traits,183,Wis+18,INT +18
traits,184,Wis+21,INT +21
traits,185,Wis+24,INT +24
traits,186,Wis+27,INT +27
traits,187,Wis+30,INT +30
traits,188,Sudden Wis Up,Intellygo immediato
traits,189,Sudden Brake Wind,Vento frenante immediato
traits,190,Sudden Kafizzle,Spruzzo supremo immediato
traits,191,Occ{00}{00} Wis Up,Intellygo casuale
traits,192,Occ{00}{00} Brake wind,Vento frenante casuale
traits,193,Occ{00}{00} Kafizzle,Spruzzo supremo casuale
traits,194,Rarely High Tension,Tensione casuale
traits,195,Rarely Magic Barrier,Barriera magica casuale
traits,196,Rarely Mist Me,Nebbiamica casuale
traits,201,Frizz Guard + ,Para-Fiamma
traits,202,Bang Guard +,Para-Bang
traits,203,Woosh Guard +,Para-Vento
traits,204,Crack Guard +,Para-Gelo
traits,205,Zap Guard +,Para-Fulmine
traits,206,Zam Guard +,Para-Elektron
traits,207,Abiliterator Guard +,Para-Abilitatore
traits,208,Sizz Guard +,Para-Pyro
traits,209,Blade Blunter Guard +,Para-Bloccacolpi
traits,210,T210 Guard +,Para-Gravitas
traits,211,Fire Breath Guard +,Para-Respiro di fuoco
traits,212,Ice Breath Guard +,Para-Respiro ghiacciato
traits,213,Whack Guard +,Para-K.O.
traits,214,Dazzle Guard +,Para-Danzaluce
traits,215,Poison Guard +,Para-Veleno
traits,216,Drain Magic Guard +,Para-PickMagic
traits,217,Kafizzle Guard +,Para-Spruzzo
traits,218,Gobstopper Guard +,Para-Blocca-K.O.
traits,219,Ban Dance Guard +,Para-Danza proibita
traits,220,Confusion Guard +,Para-Confusione
traits,221,Inaction Guard +,Para-Inazione
traits,222,Paralysis Guard +,Para-Paralisi
traits,223,Sleep Guard +,Para-Sonno
traits,224,Sag Guard +,Para-Debilis
traits,225,Sap Guard +,Para-Indebolente
traits,226,Decelerate Guard +,Para-Velocimeno
traits,227,Dim Guard +,Para-Stoopid
traits,228,T228 Guard +,Para-Sabotamagie
traits,229,Mega 2-3 attk,2-3 azioni
traits,230,Mega 2 attk,2 azioni
traits,231,Mega 1-3 attk,1-3 azioni
traits,232,Mega 0-4 attk,0-4 azioni
traits,233,Mega 1-2 attk,1-2 azioni
traits,234,T234,Soddisfazione magica
traits,235,T235 - Satisfied by Death,Soddisfazione suicida
traits,236,SuddenT236,Nebbia degli inferi immediata
traits,237,Sudden Seal Break,Rompipersigilli immediato
traits,238,Giga 2-3 attk,2-3 azioni
traits,239,Giga 2 attk,2 azioni
traits,240,Giga 1-3 attk,1-3 azioni
traits,241,Giga 0-4 attk,0-4 azioni
traits,242,Giga 1-2 attk,1-2 azioni
traits,243,Occ{00}{00} Attk,Ooomph casuale
traits,244,Occ{00}{00} Def,Superdifesa casuale
traits,245,Occ{00}{00} Agi,Velocipiù casuale
traits,246,Occ{00}{00} Tension,Tensione casuale
traits,247,Occ{00}{00} Mist,Malocchio casuale
traits,248,Occ{00}{00} T248,Nebbia degli inferi casuale
traits,249,Occ{00}{00} Seal Break,Rompipersigilli casuale
traits,250,T250 Master,Guru della Gravitas
items,1,Herb,Erba medicinale
items,2,Strong herb,Medicina forte
items,3,Special Herb,Medicina speciale
items,4,Strong Special herb,Medicina multipla
items,5,Yggdrasil Dew,rugiada di Ygdrasil
items,6,Magic Water,Elisir magico
items,7,Sage Elixir,Elisir del saggio
items,8,Elfin Elixir,elisir degli elfi
items,9,Yggdrasil leaf,foglia di Ygdrasil
items,10,Antidote,Erba antidoto
items,11,Moonwort Bulb,bulbo di erbaluna
items,12,Panacea,Panacea
items,13,Fire Staff,Polvere antimagica
items,14,Attack Boost,Polvere di Potenza
items,15,Team Def Upper,Moneta del mago
items,16,Team Wis Upper,Scellino del mago
items,17,Wind Braker,Insulade
items,18,I18,Insulade gigante
items,19,Skill Seed,Seme dell'abilità
items,20,HP Seed,Seme della vita
items,21,MP Seed,Seme della magia
items,22,Atk Seed,Seme della forza
items,23,Def Seed,Seme della difesa
items,24,Agi Seed,Seme dell'agilità
items,25,Wis Seed,Seme della saggezza
items,26,Dung,Letame mostruoso
items,27,Level upper,Seme della speranza
items,28,Gold Card,Carta fedeltà
items,29,Gold Lump,Pepita d'oro
items,30,{231} Scent,'Attrattore positivo'
items,31,{232} Scent,'Pensa negativo'
items,32,{233} Scent,'Terreno neutrale'
items,33,Sagestone,Essenza di Amor Seco
items,42,Metal Ticket,biglietto metallico
items,45,Beef Jerky,Bocconcini per mostri
items,46,Sobering Slap,Sali odorosi
items,48,King`s Proof,Libro di Lupicche
items,49,Queen`s Proof,Libro di Cuordifalco
items,50,Ace`s Proof,Libro di Quadrago
items,51,Jack`s Proof,Libro di Fiorango
items,52,Warrior`s Proof,Pergamena del Guerriero
items,53,Magic`s Proof,Pergamena del Mago
items,54,Priest`s Proof,Pergamena del Sacerdote
items,55,Monk`s Proof,Pergamena dell'Artista marziale
items,56,Sage`s Proof,Pergamena del Saggio
items,57,Thief`s Proof,Pergamena del Ladro
items,58,Metal Stone,Palla da flipper
items,59,Stone Bomb,Frammento di Esplo-sasso
items,61,Doubtful medicine,Medicina d'errore
items,66,Timbrel of tension,sonaglio di carica
items,67,Attack Downer,Polvere di Sag
items,68,Defense Downer,Sapperine
items,69,Agility Downer,Deceleratonic
items,70,Wisdom Downer,Dimium
items,71,Defense Upper,Bufferine
items,72,Agility Upper,Acceleratonic
items,73,Wisdom Upper,Pingium
items,74,HP Recovery Proof,'Tocco curativo'
items,75,MP Recovery Proof,'Stregoneria segreta'
items,76,Atk Proof,'Forza sulla mente'
items,77,Def Proof,'Abbassati e copriti'
items,78,Agi Proof,'La via rapida'
items,79,Wis Proof,'Sapere è potere'
items,80,Mysterious Plate,Medaglia misteriosa
items,81,Ruins Key,Chiave del Mausoleum
items,82,Scout ring,anello da Scout
items,83,I83 Slime,Lettera bagnata
items,84,Entire Recovery Proof,'Guarigione alla testa'
items,93,Pebble,Ciottolo grazioso
items,94,Bronze Lump,Frammento di bronzo
items,95,Silver Lump,Scheggia d'argento
items,107,Parts,Parti meccaniche
items,109,Warrior`s Proof,Medaglia al merito
items,111,Mud Heart,anima del pazzo
items,112,Copper Sword,spada di rame
items,113,Divine Dagger,daga divina
items,114,Rapier,stocco
items,115,Steel Broadsword,spada d'acciaio
items,116,Zombiesbane,Ammazzazombie
items,117,Dragonsbane,Ammazzadraghi
items,118,Obsidian Sword,spada d'ossidiana
items,119,Silver Broadsword,spada d'argento
items,120,Zombiesblight,lama dello Zombie
items,121,Dragonsblight,lama del drago
items,122,Giant`s Sword,Spada del gigante
items,123,Zombie Slayer,Stramazzazombie
items,124,Dragon Slayer,Stramazzadraghi
items,125,Lost Katana,katana perduta
items,126,Metal King`s Sword,Spada del Re Metalslime
items,127,Iron Lance,lancia di ferro
items,128,Pitchfork,forcone della natura
items,129,Sacred Spear,giavellotto celeste
items,130,Partisan,partigiana
items,131,Holy Lance,lancia sacra
items,132,Hunting Spear,lancia da caccia
items,133,Dragon Lance,lancia del drago
items,134,Halberd,alabarda
items,135,Hero Spear,lancia dell'eroe
items,136,Gae Bolg,Gáe Bolg
items,137,Stone Axe,ascia di pietra
items,138,Woodcutter`s Axe,Ascia del boscaiolo
items,139,Iron Axe,ascia di ferro
items,140,Woodman`s Axe,Ascia del taglialegna
items,141,Headman`s Axe,Ascia del boia
items,142,Battle Axe,Ascia da battaglia
items,143,Forester`s Axe,Ascia del guardaboschi
items,144,King`s Axe,Ascia del re
items,145,Ranger`s Axe ,Ascia del ranger
items,146,Executioner`s Axe,Ascia del giustiziere
items,147,Oaken Club,clava
items,148,Slegehammer,Martello di melma
items,149,Iron Hammer,testa di ferro
items,150,War Hammer,martello da guerra
items,151,Miracle Mallet,maglio miracoloso
items,152,Giant Wrench,chiave gigante
items,153,Atlas Hammer,Martello da fabbro
items,154,Golden Mace,Mazza del predone
items,155,Warlord`s Hammer,Martello del condottiero
items,156,Miracle Mace,mazza miracolosa
items,157,Leather Whip,frusta di cuoio
items,158,Battle Whip,frusta da guerra
items,159,Thorn Whip,frusta di spine
items,160,Sidewinder,frusta Krotalo
items,161,Snakeskin Whip,frusta Pyton
items,162,Chain Whip,frusta di ferro
items,163,Dragontail Whip,coda di drago
items,164,Spiked Steel Whip,frusta d'acciaio
items,165,Scourge Whip,frusta dentata
items,166,Gringham Whip,frusta Gringham
items,167,Stone Claws,artigli di pietra
items,168,Metal Claws,artigli metallici
items,169,Iron Claws,artigli di ferro
items,170,Sacred Claws,artigli sacri
items,171,Razor Claws,artigli ninja
items,172,Steel Claws,artigli d'acciaio
items,173,Metal Talons,artigli siderali
items,174,Gryphon Talons,artigli del grifone
items,175,Sacred Talons,artigli celesti
items,176,Orichalcum Claws,artigli d'orichalcum
items,177,Cypress Staff,mazza di cipresso
items,178,Rune Staff,bastone runico
items,179,Phoenix Sceptre,scettro della fenice
items,181,{231} Sceptre,Scettro del più
items,182,{232} Sceptre,Scettro del meno
